Title,URL,Snippet,Date Published,Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iraq War | Summary, Causes, Dates, Combatants, Casualties, & Facts ...",https://www.britannica.com/event/Iraq-War,"Iraq War, (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces.",2024-08-09T00:00:00.0000000,"Our editors will review what you’ve submitted and determine whether to revise the article. Our editors will review what you’ve submitted and determine whether to revise the article. U.S. President George W. Bush argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction and its support for terrorist groups, including al-Qaeda, justified the U.S.'s war with Iraq. The Iraq War, also called the Second Persian Gulf War, began on March 20, 2003. U.S. President George W. Bush argued for launching a military attack on Iraq. On March 17, 2003, Bush declared an end to diplomacy and issued an ultimatum to Saddam Hussein, giving the Iraqi president 48 hours to leave Iraq. Saddam refused, and the U.S. attacked on March 20. The U.S. military formally declared the end of the Iraq War in a ceremony in Baghdad on December 15, 2011, as U.S. troops prepared to withdraw from the country. Iraq War,  (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces. It was followed by a longer second phase in which a U.S.-led occupation of Iraq was opposed by an insurgency. After violence began to decline in 2007, the United States gradually reduced its military presence in Iraq, formally completing its withdrawal in December 2011. American military casualties in the conflict included some 4,500 service members killed and some 32,000 others wounded. (Read Britannica’s interview with Jimmy Carter on the Iraq War and world affairs.) Iraq’s invasion of Kuwait in 1990 ended in Iraq’s defeat by a U.S.-led coalition in the Persian Gulf War (1990–91). However, the Iraqi branch of the Baʿath Party, headed by Saddam Hussein, managed to retain power by harshly suppressing uprisings of the country’s minority Kurds and its majority Shiʿi Arabs. To stem the exodus of Kurds from Iraq, the allies established a “safe haven” in northern Iraq’s predominantly Kurdish regions, and allied warplanes patrolled “no-fly” zones in northern and southern Iraq that were off-limits to Iraqi aircraft. Moreover, to restrain future Iraqi aggression, the United Nations (UN) implemented economic sanctions against Iraq in order to, among other things, hinder the progress of its most lethal arms programs, including those for the development of nuclear, biological, and chemical weapons. (See weapon of mass destruction.) UN inspections during the mid-1990s uncovered a variety of proscribed weapons and prohibited technology throughout Iraq. That country’s continued flouting of the UN weapons ban and its repeated interference with the inspections frustrated the international community and led U.S. Pres. Bill Clinton in 1998 to order the bombing of several Iraqi military installations (code-named Operation Desert Fox). After the bombing, however, Iraq refused to allow inspectors to reenter the country, and during the next several years the economic sanctions slowly began to erode as neighboring countries sought to reopen trade with Iraq. In 2002 the new U.S. president, George W. Bush, argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction (an accusation that was later proved erroneous) and its support for terrorist groups—which, according to the Bush administration, included al-Qaeda, the perpetrators of the September 11 attacks—made disarming Iraq a renewed priority. UN Security Council Resolution 1441, passed on November 8, 2002, demanded that Iraq readmit inspectors and that it comply with all previous resolutions. Iraq appeared to comply with the resolution, but in early 2003 President Bush and British Prime Minister Tony Blair declared that Iraq was actually continuing to hinder UN inspections and that it still retained proscribed weapons. Other world leaders, such as French Pres. Jacques Chirac and German Chancellor Gerhard Schröder, citing what they believed to be increased Iraqi cooperation, sought to extend inspections and give Iraq more time to comply with them. However, on March 17, seeking no further UN resolutions and deeming further diplomatic efforts by the Security Council futile, Bush declared an end to diplomacy and issued an ultimatum to Saddam, giving the Iraqi president 48 hours to leave Iraq. The leaders of France, Germany, Russia, and other countries objected to this buildup toward war. When Saddam refused to leave Iraq, U.S. and allied forces launched an attack on the morning of March 20; it began when U.S. aircraft dropped several precision-guided bombs on a bunker complex in which the Iraqi president was believed to be meeting with senior staff. This was followed by a series of air strikes directed against government and military installations, and within days U.S. forces had invaded Iraq from Kuwait in the south (U.S. Special Forces had previously been deployed to Kurdish-controlled areas in the north). Despite fears that Iraqi forces would engage in a scorched-earth policy—destroying bridges and dams and setting fire to Iraq’s southern oil wells—little damage was done by retreating Iraqi forces; in fact, large numbers of Iraqi troops simply chose not to resist the advance of coalition forces. In southern Iraq the greatest resistance to U.S. forces as they advanced northward was from irregular groups of Baʿath Party supporters, known as Saddam’s Fedayeen. British forces—which had deployed around the southern city of Basra—faced similar resistance from paramilitary and irregular fighters. In central Iraq units of the Republican Guard—a heavily armed paramilitary group connected with the ruling party—were deployed to defend the capital of Baghdad. As U.S. Army and Marine forces advanced northwestward up the Tigris-Euphrates river valley, they bypassed many populated areas where Fedayeen resistance was strongest and were slowed only on March 25 when inclement weather and an extended supply line briefly forced them to halt their advance within 60 miles (95 km) of Baghdad. During the pause, U.S. aircraft inflicted heavy damage on Republican Guard units around the capital. U.S. forces resumed their advance within a week, and on April 4 they took control of Baghdad’s international airport. Iraqi resistance, though at times vigorous, was highly disorganized, and over the next several days army and Marine Corps units staged raids into the heart of the city. On April 9 resistance in Baghdad collapsed, and U.S. soldiers took control of the city. On that same day Basra was finally secured by British forces, which had entered the city several days earlier. In the north, however, plans to open up another major front had been frustrated when the Turkish government refused to allow mechanized and armored U.S. Army units to pass through Turkey to deploy in northern Iraq. Regardless, a regiment of American paratroopers did drop into the area, and U.S. Special Forces soldiers joined with Kurdish peshmerga fighters to seize the northern cities of Kirkuk on April 10 and Mosul on April 11. Saddam’s hometown of Tikrīt, the last major stronghold of the regime, fell with little resistance on April 13. Isolated groups of regime loyalists continued to fight on subsequent days, but the U.S. president declared an end to major combat on May 1. Iraqi leaders fled into hiding and were the object of an intense search by U.S. forces. Saddam Hussein was captured on December 13, 2003, five months after his two sons, Uday and Qusay Hussein, who were central figures in their father’s brutal 24-year rule, had been killed in a shoot-out with American troops after the brothers had been found hiding in a private residence. Saddam was subsequently convicted of crimes against humanity and was executed on December 30, 2006.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Troops in Iraq Are Wounded in Rocket Attack on Air Base,https://www.nytimes.com/2024/08/05/world/middleeast/iraq-us-troops-iran-attack.html,"Aug. 5, 2024. A rocket attack targeting U.S. personnel housed at a base in Iraq’s western desert injured several American troops late on Monday, according to U.S. defense officials. The attack ...",2024-08-05T00:00:00.0000000,Please enable JS and disable any ad blocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf War - Wikipedia,https://en.wikipedia.org/wiki/Gulf_War,"t. e. The Gulf War was an armed conflict between Iraq and a 42-country coalition led by the United States. The coalition's efforts against Iraq were carried out in two key phases: Operation Desert Shield, which marked the military buildup from August 1990 to January 1991; and Operation Desert Storm, which began with the aerial bombing campaign ...",2024-08-15T00:00:00.0000000,"
 Coalition:292 killed (147 killed by enemy action, 145 non-hostile deaths)776 wounded[5] (467 wounded in action)31 tanks destroyed/disabled[6][7][8][9][10][11][12][13]28 Bradley IFVs destroyed/damaged[14][15]1 M113 APC destroyed2 British Warrior APCs destroyed1 artillery piece destroyed75 aircraft destroyed[citation needed]Kuwait:420 killed
12,000 captured
≈200 tanks destroyed/captured
850+ other armored vehicles destroyed/captured
57 aircraft lost
 Iraq's relations with its Arab neighbors, particularly Egypt, were degraded by mounting violence in Iraq against expatriate groups, who were well-employed during the war, by unemployed Iraqis, among them demobilized soldiers. These events drew little notice outside the Arab world because of fast-moving events directly related to the fall of Communism in Eastern Europe. However, the US did begin to condemn Iraq's human rights record, including the well-known use of torture.[54] The UK also condemned the execution of Farzad Bazoft, a journalist working for the British newspaper The Observer.[38] Following Saddam's declaration that ""binary chemical weapons"" would be used on Israel if it used military force against Iraq, Washington halted part of its funding.[55] A UN mission to the Israeli-occupied territories, where riots had resulted in Palestinian deaths, was vetoed by the US, making Iraq deeply skeptical of US foreign policy aims in the region, combined with the reliance of the US on Middle Eastern energy reserves.[56]
 In early July 1990, Iraq complained about Kuwait's behavior, such as not respecting their quota, and openly threatened to take military action. On the 23rd, the CIA reported that Iraq had moved 30,000 troops to the Iraq-Kuwait border, and the US naval fleet in the Persian Gulf was placed on alert. Saddam believed an anti-Iraq conspiracy was developing – Kuwait had begun talks with Iran, and Iraq's rival Syria had arranged a visit to Egypt.[57] On 15 July 1990, Saddam's government laid out its combined objections to the Arab League, including that policy moves were costing Iraq $1 billion a year, that Kuwait was still using the Rumaila oil field, and that loans made by the UAE and Kuwait could not be considered debts to its ""Arab brothers"".[57] He threatened force against Kuwait and the UAE, saying: ""The policies of some Arab rulers are American ... They are inspired by America to undermine Arab interests and security.""[58] The US sent aerial refuelling planes and combat ships to the Persian Gulf in response to these threats.[59] Discussions in Jeddah, Saudi Arabia, mediated on the Arab League's behalf by Egyptian President Hosni Mubarak, were held on 31 July and led Mubarak to believe that a peaceful course could be established.[60]
 It was revealed during Saddam Hussein's 2003–2004 interrogation following his capture that in addition to economic disputes, an insulting exchange between the Kuwaiti emir Al Sabah and the Iraqi foreign minister – during which Saddam claimed that the emir stated his intention to turn ""every Iraqi woman into a $10 prostitute"" by bankrupting the country – was a decisive factor in triggering the Iraqi invasion.[61]
 On the 25th, Saddam met with April Glaspie, the US Ambassador to Iraq, in Baghdad. The Iraqi leader attacked American policy with regards to Kuwait and the UAE:
 So what can it mean when America says it will now protect its friends? It can only mean prejudice against Iraq. This stance plus maneuvers and statements which have been made has encouraged the UAE and Kuwait to disregard Iraqi rights ... If you use pressure, we will deploy pressure and force. We know that you can harm us although we do not threaten you. But we too can harm you. Everyone can cause harm according to their ability and their size. We cannot come all the way to you in the United States, but individual Arabs may reach you ... We do not place America among the enemies. We place it where we want our friends to be and we try to be friends. But repeated American statements last year made it apparent that America did not regard us as friends.[62] Glaspie replied:
 I know you need funds. We understand that and our opinion is that you should have the opportunity to rebuild your country. But we have no opinion on the Arab-Arab conflicts, like your border disagreement with Kuwait ... Frankly, we can only see that you have deployed massive troops in the south. Normally that would not be any of our business. But when this happens in the context of what you said on your national day, then when we read the details in the two letters of the Foreign Minister, then when we see the Iraqi point of view that the measures taken by the UAE and Kuwait is, in the final analysis, parallel to military aggression against Iraq, then it would be reasonable for me to be concerned.[62] Saddam stated that he would attempt last-ditch negotiations with the Kuwaitis but Iraq ""would not accept death.""[62]
 According to Glaspie's own account, she stated in reference to the precise border between Kuwait and Iraq, ""... that she had served in Kuwait 20 years before; 'then, as now, we took no position on these Arab affairs'.""[citation needed] Glaspie similarly believed that war was not imminent.[60]
 On 26 July 1990, only a few days before the Iraqi invasion, OPEC officials said that Kuwait and the United Arab Emirates had agreed to a proposal to limit their oil output to 1.5 million barrels (240,000 m3) per day, ""down from the nearly 2 million barrels a day they had each been pumping,"" thus potentially settling differences over oil policy between Kuwait and Iraq.[63]
 The result of the Jeddah talks was an Iraqi demand for $10 billion[64] to cover the lost revenues from Rumaila; Kuwait offered $500 million.[64] The Iraqi response was to immediately order an invasion,[65] which started on 2 August 1990[66] with the bombing of Kuwait's capital, Kuwait City.
 Before the invasion, the Kuwaiti military was believed to have numbered 16,000 men, arranged into three armored, one mechanized infantry and one under-strength artillery brigade.[67] The pre-war strength of the Kuwait Air Force was around 2,200 Kuwaiti personnel, with 80 fixed-wing aircraft and 40 helicopters.[67] In spite of Iraqi saber rattling, Kuwait did not mobilize its force; the army had been stood-down on 19 July,[68] and during the Iraqi invasion many Kuwaiti military personnel were on leave.[citation needed]
 By 1988, at the end of the Iran–Iraq war, the Iraqi Army was the world's fourth largest army, consisting of 955,000 standing soldiers and 650,000 paramilitary forces in the Popular Army. According to John Childs and André Corvisier, a low estimate shows the Iraqi Army capable of fielding 4,500 tanks, 484 combat aircraft and 232 combat helicopters.[69] According to Michael Knights, a high estimate shows the Iraqi Army capable of fielding one million troops and 850,000 reservists, 5,500 tanks, 3,000 artillery pieces, 700 combat aircraft and helicopters; it held 53 divisions, 20 special-forces brigades, and several regional militias, and had a strong air defense.[4]
 Iraqi commandos infiltrated the Kuwaiti border first to prepare for the major units, which began the attack at midnight. The Iraqi attack had two prongs, with the primary attack force driving south straight for Kuwait City down the main highway, and a supporting attack force entering Kuwait farther west, but then turning and driving east, cutting off Kuwait City from the country's southern half. The commander of a Kuwaiti armored battalion, 35th Armoured Brigade, deployed them against the Iraqi attack and conducted a robust defense at the Battle of the Bridges near Al Jahra, west of Kuwait City.[70]
 Kuwaiti aircraft scrambled to meet the invading force, but approximately 20% were lost or captured. A few combat sorties were flown against Iraqi ground forces.[71]
 The main Iraqi thrust into Kuwait City was conducted by commandos deployed by helicopters and boats to attack the city from the sea, while other divisions seized the airports and two airbases. The Iraqis attacked the Dasman Palace, the Royal Residence of Kuwait's Emir, Jaber Al-Ahmad Al-Jaber Al-Sabah, which was defended by the Emiri Guard supported with M-84 tanks. In the process, the Iraqis killed Fahad Al-Ahmed Al-Jaber Al-Sabah, the Emir's youngest brother.[citation needed]
 Within 12 hours, most resistance had ended within Kuwait, and the royal family had fled, allowing Iraq to control most of Kuwait.[65] After two days of intense combat, most of the Kuwaiti military were either overrun by the Iraqi Republican Guard, or had escaped to Saudi Arabia. The Emir and key ministers fled south along the highway for refuge in Saudi Arabia. Iraqi ground forces consolidated their control of Kuwait City, then headed south and redeployed along the Saudi border. After the decisive Iraqi victory, Saddam initially installed a puppet regime known as the ""Provisional Government of Free Kuwait"" before installing his cousin Ali Hassan al-Majid as Kuwait's governor on 8 August.[citation needed]
 After the invasion, the Iraqi military looted over $1 billion in banknotes from Kuwait's Central Bank.[72] At the same time, Saddam Hussein made the Kuwaiti dinar equal to the Iraqi dinar, thereby lowering the Kuwaiti currency to one-twelfth of its original value. In response, Sheikh Jaber al-Ahmad al-Sabah ruled the banknotes as invalid and refused to reimburse stolen notes, which became worthless because of a UN embargo. After the conflict ended, many of the stolen banknotes made their way back into circulation. Today, the stolen banknotes are a collectible for numismatists.[73]
 Kuwaitis founded a local armed resistance movement following the Iraqi occupation of Kuwait.[74][75][76] The Kuwaiti resistance's [ar] casualty rate far exceeded that of the coalition military forces and Western hostages.[77] The resistance predominantly consisted of ordinary citizens who lacked any form of training and supervision.[77]
 A key element of US political, military and energy economic planning occurred in early 1984. The Iran–Iraq war had been going on for five years by that time and both sides sustained significant casualties, reaching into the hundreds of thousands. Within President Ronald Reagan's National Security Council concern was growing that the war could spread beyond the boundaries of the two belligerents. A National Security Planning Group meeting was formed, chaired by then Vice President George H. W. Bush, to review US options. It was determined that the conflict would likely spread into Saudi Arabia and other Persian Gulf states, but that the United States had little capability to defend the region. Furthermore, it was determined that a prolonged war in the region would induce much higher oil prices and threaten the fragile recovery of the world economy, which was just beginning to gain momentum. On 22 May 1984, President Reagan was briefed on the project conclusions in the Oval Office by William Flynn Martin who had served as the head of the NSC staff that organized the study. (The full declassified presentation can be seen here:[78]) The conclusions were threefold: first, oil stocks needed to be increased among members of the International Energy Agency and, if necessary, released early if the oil market was disrupted; second, the United States needed to beef up the security of friendly Arab states in the region; and third, an embargo should be placed on sales of military equipment to Iran and Iraq. The plan was approved by President Reagan and later affirmed by the G7 leaders headed by the United Kingdom's Prime Minister, Margaret Thatcher, in the London Summit of 1984. The plan was implemented and became the basis for US preparedness to respond to the Iraqi occupation of Kuwait in 1991.[citation needed]
 Within hours of the invasion, Kuwait and US delegations requested a meeting of the UN Security Council, which passed Resolution 660, condemning the invasion and demanding a withdrawal of Iraqi troops.[79][80][clarification needed][81] On 3 August 1990, the Arab League passed its own resolution, which called for a solution to the conflict from within the league, and warned against outside intervention. Iraq and Libya were the only two Arab League states that opposed the resolution for Iraq to withdraw from Kuwait; the Palestinian Liberation Organization (PLO)[c] opposed it as well.[82] The Arab states of Yemen and Jordan – a Western ally which bordered Iraq and relied on the country for economic support[83] – opposed military intervention from non-Arab states.[84] Separately, Sudan, also an Arab League member, aligned itself with Saddam.[83]
 On 6 August, Resolution 661 placed economic sanctions on Iraq.[85][79][86] Resolution 665[81] followed soon after, which authorized a naval blockade to enforce the sanctions. It said the ""use of measures commensurate to the specific circumstances as may be necessary ... to halt all inward and outward maritime shipping in order to inspect and verify their cargoes and destinations and to ensure strict implementation of resolution 661.""[87][88]
 The US administration had at first been indecisive with an ""undertone ... of resignation to the invasion and even adaptation to it as a fait accompli"" until the UK's prime minister Margaret Thatcher[89] played a powerful role, reminding the President that appeasement in the 1930s had led to war, that Saddam would have the whole Gulf at his mercy along with 65 percent of the world's oil supply, and famously urging President Bush ""not to go wobbly"".[89]
 Once persuaded, US officials insisted on a total Iraqi pullout from Kuwait, without any linkage to other Middle Eastern problems, accepting the British view that any concessions would strengthen Iraqi influence in the region for years to come.[90]
 On 12 August 1990, Saddam ""propose[d] that all cases of occupation, and those cases that have been portrayed as occupation, in the region, be resolved simultaneously"". Specifically, he called for Israel to withdraw from occupied territories in Palestine, Syria, and Lebanon, Syria to withdraw from Lebanon, and ""mutual withdrawals by Iraq and Iran and arrangement for the situation in Kuwait."" He also called for a replacement of US troops that mobilized in Saudi Arabia in response to Kuwait's invasion with ""an Arab force"", as long as that force did not involve Egypt. Additionally, he requested an ""immediate freeze of all boycott and siege decisions"" and a general normalization of relations with Iraq.[91] From the beginning of the crisis, President Bush was strongly opposed to any ""linkage"" between Iraq's occupation of Kuwait and the Palestinian issue.[92]
 On 23 August, Saddam appeared on state television with Western hostages to whom he had refused exit visas. In the video, he asks a young British boy, Stuart Lockwood, whether he is getting his milk, and goes on to say, through his interpreter, ""We hope your presence as guests here will not be for too long. Your presence here, and in other places, is meant to prevent the scourge of war.""[93]
 Another Iraqi proposal communicated in August 1990 was delivered to US National Security Advisor Brent Scowcroft by an unidentified Iraqi official. The official communicated to the White House that Iraq would ""withdraw from Kuwait and allow foreigners to leave"" provided that the UN lifted sanctions, allowed ""guaranteed access to the Persian Gulf through the Kuwaiti islands of Bubiyan and Warbah"", and allowed Iraq to ""gain full control of the Rumaila oil field that extends slightly into Kuwaiti territory"". The proposal also ""include[d] offers to negotiate an oil agreement with the United States 'satisfactory to both nations' national security interests,' develop a joint plan 'to alleviate Iraq's economical and financial problems' and 'jointly work on the stability of the gulf.'""[94]
 On 29 November 1990, the Security Council passed Resolution 678, which gave Iraq until 15 January 1991 to withdraw from Kuwait, and empowered states to use ""all necessary means"" to force Iraq out of Kuwait after the deadline.[citation needed]
 In December 1990, Iraq made a proposal to withdraw from Kuwait provided that foreign troops left the region and that an agreement was reached regarding the Palestinian problem and the dismantlement of both Israel's and Iraq's weapons of mass destruction. The White House rejected the proposal.[95] The PLO's Yasser Arafat expressed that neither he nor Saddam insisted that solving the Israel–Palestine issues should be a precondition to solving the issues in Kuwait, though he did acknowledge a ""strong link"" between these problems.[96]
 Ultimately, the US and UK stuck to their position that there would be no negotiations until Iraq withdrew from Kuwait and that they should not grant Iraq concessions, lest they give the impression that Iraq benefited from its military campaign.[90] Also, when US Secretary of State James Baker met with Tariq Aziz in Geneva, Switzerland, for last minute peace talks in early 1991, Aziz reportedly made no concrete proposals and did not outline any hypothetical Iraqi moves.[97]
 On 14 January 1991, France proposed that the UN Security Council call for ""a rapid and massive withdrawal"" from Kuwait along with a statement to Iraq that Council members would bring their ""active contribution"" to a settlement of the region's other problems, ""in particular, of the Arab–Israeli conflict and in particular to the Palestinian problem by convening, at an appropriate moment, an international conference"" to assure ""the security, stability and development of this region of the world."" The French proposal was supported by Belgium (at the moment one of the rotating Council members), Germany, Spain, Italy, Algeria, Morocco, Tunisia, and several non-aligned states. The US, the UK, and the Soviet Union rejected it; US Ambassador to the UN Thomas Pickering stated that the French proposal was unacceptable, because it went beyond previous Council resolutions on the Iraqi invasion.[98][99][100] France dropped this proposal when it found ""no tangible sign of interest"" from Baghdad.[101]
 
 One of the main concerns in the Western world was the significant threat Iraq posed to Saudi Arabia. Following Kuwait's conquest, the Iraqi Army was within easy striking distance of Saudi oil fields. Control of these fields, along with Kuwaiti and Iraqi reserves, would have given Saddam control over the majority of the world's oil reserves. Iraq also had a number of grievances with Saudi Arabia. The Saudis had lent Iraq some 26 billion dollars during its war with Iran. The Saudis had backed Iraq in that war, as they feared the influence of Shia Iran's Islamic revolution on its own Shia minority. After the war, Saddam felt he should not have to repay the loans due to the help he had given the Saudis by fighting Iran.[citation needed]
 Soon after his conquest of Kuwait, Saddam began verbally attacking the Saudis. He argued that the US-supported Saudi state was an illegitimate and unworthy guardian of the holy cities of Mecca and Medina. He combined the language of the Islamist groups that had recently fought in Afghanistan with the rhetoric Iran had long used to attack the Saudis.[102]
 Acting on the Carter Doctrine policy, and out of fear the Iraqi Army could launch an invasion of Saudi Arabia, US President George H. W. Bush quickly announced that the US would launch a ""wholly defensive"" mission to prevent Iraq from invading Saudi Arabia, under the codename Operation Desert Shield. The operation began on 7 August 1990, when US troops were sent to Saudi Arabia, due also to the request of its monarch, King Fahd, who had earlier called for US military assistance.[64] This ""wholly defensive"" doctrine was quickly abandoned when, on 8 August, Iraq declared Kuwait to be Iraq's 19th province and Saddam named his cousin, Ali Hassan Al-Majid, as its military-governor.[103]
 The US Navy dispatched two naval battle groups built around the aircraft carriers USS Dwight D. Eisenhower and USS Independence to the Persian Gulf, where they were ready by 8 August. The US also sent the battleships USS Missouri and USS Wisconsin to the region. A total of 48 US Air Force F-15s from the 1st Fighter Wing at Langley Air Force Base, Virginia, landed in Saudi Arabia and immediately commenced round-the-clock air patrols of the Saudi–Kuwait–Iraq border to discourage further Iraqi military advances. They were joined by 36 F-15 A-Ds from the 36th Tactical Fighter Wing at Bitburg, Germany. The Bitburg contingent was based at Al Kharj Air Base, approximately an hour south east of Riyadh. The 36th TFW would be responsible for 11 confirmed Iraqi Air Force aircraft shot down during the war. Two Air National Guard units were stationed at Al Kharj Air Base, the South Carolina Air National Guard's 169th Fighter Wing flew bombing missions with 24 F-16s flying 2,000 combat missions and dropping four million pounds (1,800,000 kilograms; 1,800 metric tons) of munitions, and the New York Air National Guard's 174th Fighter Wing from Syracuse flew 24 F-16s on bombing missions. Military buildup continued from there, eventually reaching 543,000 troops, twice the number used in the 2003 invasion of Iraq. Much of the material was airlifted or carried to the staging areas via fast sealift ships, allowing a quick buildup. As part of the buildup, amphibious exercises were carried out in the Gulf, including Operation Imminent Thunder, which involved the USS Midway and 15 other ships, 1,100 aircraft, and a thousand Marines.[104] In a press conference, General Schwarzkopf stated that these exercises were intended to deceive the Iraqi forces, forcing them to continue their defense of the Kuwaiti coastline.[105]
 A series of UN Security Council resolutions and Arab League resolutions were passed regarding Iraq's invasion of Kuwait. Resolution 678, passed on 29 November 1990, gave Iraq a withdrawal deadline until 15 January 1991 and authorized ""all necessary means to uphold and implement Resolution 660"", and a diplomatic formulation authorizing the use of force if Iraq failed to comply.[106]
 To ensure that the US received economic backing, James Baker went on an 11-day journey to nine countries in September 1990, which the press dubbed ""The Tin Cup Trip"". The first stop was Saudi Arabia, which a month before had already granted permission to the United States to use its facilities. However, Baker believed that Saudi Arabia should assume some of the cost of the military efforts to defe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d it. When Baker asked King Fahd for 15 billion dollars, the King readily agreed, with the promise that Baker ask Kuwait for the same amount.[citation needed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The next day,7-Sep, he did just that, and the Emir of Kuwait, displaced in a Sheraton hotel outside his invaded country, easily agreed. Baker then moved to enter talks with Egypt," whose leadership he considered """"the moderate voice of the Middle East"""". President Mubarak of Egypt was furious with Saddam for his invasion of Kuwait", and for the fact that Saddam had assured Mubarak that an invasion was not his intention. Egypt received approximately $7 billion in debt forgiveness for its providing of support and troops for the US-led intervention.[107],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 After stops in Helsinki and Moscow to smooth out Iraqi demands for a Middle-Eastern peace conference with the Soviet Union, Baker traveled to Syria to discuss its role in the crisis with its President Hafez Assad. Assad had a deep personal enmity towards Saddam," which was defined by the fact that """"Saddam had been trying to kill him [Assad] for years."""" Harboring this animosity and impressed with Baker's diplomatic initiative to visit Damascus (relations had been severed since the 1983 bombing of US Marine barracks in Beirut)", Assad agreed to pledge up to 100,000 Syrian troops to the coalition effort. This was a vital step in ensuring Arab states were represented in the coalition. In exchange, Washington gave al-Assad the green light to wipe out forces opposing Syria's rule in Lebanon and arranged for weapons valued at a billion dollars to be provided to Syria, mostly through Gulf states.[108] In exchange for Iran's support for the US-led intervention, the US government promised the Iranian government to end US opposition to World Bank loans to Iran. On the day before the ground invasion began, the World Bank gave Iran the first loan of $250m.[108],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Baker flew to Rome for a brief visit with the Italians in which he was promised the use of some military equipment, before journeying to Germany to meet with American ally Chancellor Kohl. Although Germany's constitution (which was brokered essentially by the United States) prohibited military involvement outside Germany's borders, Kohl committed a two billion dollar contribution to the coalition's war effort, as well as further economic and military support of coalition ally Turkey, and the transportation of Egyptian soldiers and ships to the Persian Gulf.[109],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A coalition of forces opposing Iraq's aggression was formed, consisting of forces from 42 countries: Argentina, Australia, Bahrain, Bangladesh, Belgium, Canada, Czechoslovakia, Denmark, Egypt, France, Germany, Greece, Honduras, Hungary, Italy, Japan, Kuwait, Luxembourg, Morocco, the Netherlands, New Zealand, Niger, Norway, Oman, Pakistan, the Philippines, Poland, Portugal, Qatar, Romania, Saudi Arabia, Senegal, Sierra Leone, Singapore, South Korea, Spain, Sweden, Syria, Turkey,[110] the United Arab Emirates, the United Kingdom and the United States.[111] It was the largest coalition since World War II.[112] A group of Afghan mujahideen soldiers also reportedly joined towards the end of the war.[113],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 US Army General Norman Schwarzkopf, Jr. was designated to be the commander of the coalition forces in the Persian Gulf area. The Soviet Union condemned Baghdad's aggression against Kuwait, but did not support the United States and allied intervention in Iraq and tried to avert it.[114],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Although they did not contribute any forces, Japan and Germany made financial contributions totaling $10 billion and $6.6 billion respectively. Luxembourg also provided financial support to the coalition[115] US troops represented 73% of the coalition's 956,600 troops in Iraq.[116],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Many of the coalition countries were reluctant to commit military forces. Some felt that the war was an internal Arab affair or did not want to increase US influence in the Middle East. In the end, however, many governments were persuaded by Iraq's belligerence towards other Arab states, offers of economic aid or debt forgiveness, and threats to withhold aid.[117],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
